RideID,RideDate,UserID,City,VehicleType,TripDistanceKM,TripDurationMin,BaseFare,TotalFare,DriverRating,CancellationStatus,PaymentMethod,DriverID,DriverExperienceYears,SurgeApplied,IsPeakHour,RideStartTime,WeatherCondition,DeviceType,PromoCodeUsed,TripCancelledBy
RIDE108962,2023-04-29 12:26:00,USER5739,Hyderabad,SUV,11.81,60.2,114.02,181.35,5,Completed,Cash,DR00065,3.3,1.2,Yes,12:26,Clear,Android,No,NA
RIDE108963,2023-03-19 12:36:00,USER3451,Hyderabad,Bike,1.28,21.3,139.89,148.84,1,Completed,Cash,DR00646,4.2,1.2,Yes,12:36,Cloudy,Web,Yes,NA
RIDE108964,2023-02-17 13:32:00,USER3364,Pune,SUV,14.36,40.0,71.87,123.47,4,Completed,Wallet,DR00877,5.9,1.0,Yes,13:32,Clear,iOS,No,NA
RIDE108965,2023-06-04 07:23:00,USER2851,Chennai,Auto,16.88,19.5,97.34,179.49,5,Completed,UPI,DR00088,9.5,1.0,Yes,07:23,Clear,iOS,No,NA
RIDE108966,2023-01-08 23:50:00,USER7155,Pune,Auto,15.21,6.9,104.34,183.69,2,Cancelled,Wallet,DR00821,6.2,1.5,No,23:50,Rainy,Web,No,System
RIDE108967,2023-08-14 02:15:00,USER3886,Hyderabad,Auto,18.67,23.0,147.54,285.27,4,Completed,Cash,DR00158,1.9,1.2,No,02:15,Rainy,iOS,Yes,NA
RIDE108968,2023-05-17 17:03:00,USER7174,Bangalore,Bike,14.71,50.6,67.48,117.11,4,Completed,Wallet,DR00402,0.6,1.0,Yes,17:03,Clear,Web,No,NA
RIDE108969,2023-05-27 21:24:00,USER6251,Mumbai,SUV,2.6,45.9,144.76,163.58,1,Cancelled,Wallet,DR00144,8.6,1.0,Yes,21:24,Clear,Android,No,User
RIDE108970,2023-01-24 13:39:00,USER5270,Hyderabad,Auto,3.79,47.6,47.85,56.92,5,Cancelled,Card,DR00570,4.0,1.2,Yes,13:39,Cloudy,iOS,Yes,Driver
RIDE108971,2023-06-25 00:09:00,USER7266,Pune,Sedan,15.32,26.1,121.68,214.89,3,Completed,Wallet,DR00852,3.5,1.2,No,00:09,Foggy,Android,No,NA
RIDE108972,2023-07-16 00:03:00,USER4151,Hyderabad,SUV,7.6,63.2,105.95,146.21,1,Completed,UPI,DR00557,8.1,1.5,Yes,00:03,Foggy,iOS,Yes,NA
RIDE108973,2023-03-03 22:10:00,USER4199,Chennai,SUV,2.91,64.9,128.03,146.66,3,Completed,UPI,DR00461,9.5,1.0,No,22:10,Clear,Web,No,NA
RIDE108974,2023-02-02 16:14:00,USER1024,Pune,Auto,11.31,35.4,33.44,52.35,3,Completed,Card,DR00357,7.6,1.0,No,16:14,Clear,Android,No,NA
RIDE108975,2023-12-19 07:08:00,USER9840,Pune,Sedan,14.3,79.9,39.38,67.54,4,Cancelled,Cash,DR00246,2.2,1.2,No,07:08,Clear,Web,No,System
RIDE108976,2023-02-03 06:19:00,USER4203,Hyderabad,SUV,8.89,59.7,38.36,55.41,3,Completed,Cash,DR00949,4.2,1.0,Yes,06:19,Clear,Android,Yes,NA
RIDE108977,2023-02-04 23:42:00,USER4315,Hyderabad,SUV,18.29,65.6,101.16,193.67,1,Completed,UPI,DR00402,7.7,1.0,No,23:42,Clear,Android,Yes,NA
RIDE108978,2023-08-18 01:41:00,USER5749,Pune,Sedan,16.45,28.6,102.35,186.53,1,Completed,Cash,DR00138,9.1,1.0,Yes,01:41,Clear,Web,No,NA
RIDE108979,2023-03-09 20:58:00,USER5823,Chennai,SUV,8.99,5.1,138.73,201.09,4,Completed,UPI,DR00177,10.0,1.0,No,20:58,Clear,iOS,Yes,NA
RIDE108980,2023-08-13 17:15:00,USER5948,Delhi,Sedan,19.12,78.6,86.11,168.43,3,Completed,Cash,DR00601,5.4,1.5,Yes,17:15,Clear,iOS,No,NA
RIDE108981,2023-01-07 04:10:00,USER8255,Hyderabad,Auto,16.57,74.9,38.17,69.79,1,Completed,Card,DR00630,8.3,1.2,No,04:10,Rainy,iOS,Yes,NA
RIDE108982,2023-09-17 16:53:00,USER1303,Chennai,Sedan,16.3,15.5,55.14,100.08,3,Completed,Cash,DR00473,0.9,1.0,No,16:53,Foggy,iOS,No,NA
RIDE108983,2023-07-25 15:20:00,USER5992,Bangalore,Bike,14.28,36.8,30.97,53.08,4,Completed,Cash,DR00452,3.2,1.2,Yes,15:20,Rainy,Web,No,NA
RIDE108984,2023-10-17 21:56:00,USER9228,Hyderabad,Bike,1.27,61.2,123.21,131.03,4,Completed,Wallet,DR00833,4.0,1.2,Yes,21:56,Foggy,iOS,No,NA
RIDE108985,2023-12-31 05:54:00,USER9496,Mumbai,Sedan,17.72,60.4,127.87,241.16,3,Completed,Card,DR00403,9.8,1.5,No,05:54,Clear,Web,Yes,NA
RIDE108986,2023-05-22 21:50:00,USER9177,Hyderabad,Bike,10.03,78.1,149.75,224.85,3,Completed,Wallet,DR00958,0.5,1.5,No,21:50,Clear,Web,No,NA
RIDE108987,2023-08-17 23:48:00,USER9332,Delhi,Bike,23.62,16.9,79.46,173.3,5,Completed,Wallet,DR00451,3.4,1.0,Yes,23:48,Clear,Android,No,NA
RIDE108988,2023-10-12 10:57:00,USER6416,Mumbai,Auto,20.63,41.5,32.32,65.66,5,Completed,Card,DR00720,9.3,1.5,Yes,10:57,Clear,Android,Yes,NA
RIDE108989,2023-09-17 02:42:00,USER1192,Pune,Auto,15.1,13.3,58.17,102.09,5,Completed,UPI,DR00526,3.4,1.0,Yes,02:42,Clear,Android,No,NA
RIDE108990,2023-04-05 07:28:00,USER5439,Mumbai,SUV,7.05,38.1,100.53,135.97,1,Completed,Cash,DR00834,2.6,1.0,Yes,07:28,Rainy,iOS,Yes,NA
RIDE108991,2023-03-12 21:50:00,USER8612,Chennai,Auto,5.89,6.3,145.43,188.26,4,Completed,UPI,DR00263,7.4,1.0,Yes,21:50,Rainy,Web,No,NA
RIDE108992,2023-08-30 06:12:00,USER1340,Chennai,Bike,9.17,81.4,42.43,61.88,3,Completed,UPI,DR00863,7.6,1.0,Yes,06:12,Clear,iOS,Yes,NA
RIDE108993,2023-10-24 13:50:00,USER3723,Mumbai,Auto,12.44,49.8,44.59,72.32,5,Completed,Cash,DR00609,5.0,1.5,No,13:50,Clear,iOS,Yes,NA
RIDE108994,2023-03-15 13:09:00,USER1169,Bangalore,Auto,8.11,77.2,114.21,160.52,4,Cancelled,UPI,DR00123,9.5,1.2,Yes,13:09,Clear,iOS,No,User
RIDE108995,2023-04-20 08:42:00,USER7130,Chennai,Sedan,13.36,10.1,110.06,183.58,5,Completed,Wallet,DR00695,2.4,1.2,Yes,08:42,Clear,iOS,Yes,NA
RIDE108996,2023-01-18 05:55:00,USER7185,Hyderabad,Auto,4.97,24.3,60.06,74.98,4,Completed,Card,DR00623,9.2,1.5,No,05:55,Rainy,Android,No,NA
RIDE108997,2023-10-06 05:53:00,USER9314,Chennai,SUV,24.47,27.0,127.58,283.67,2,Completed,UPI,DR00156,7.7,1.0,No,05:53,Rainy,Web,Yes,NA
RIDE108998,2023-12-14 07:21:00,USER6723,Bangalore,Sedan,3.59,37.9,45.45,53.61,2,Completed,Wallet,DR00964,4.0,1.0,Yes,07:21,Clear,Web,Yes,NA
RIDE108999,2023-01-28 05:45:00,USER2169,Mumbai,SUV,23.37,73.2,141.09,305.95,2,Cancelled,Card,DR00752,8.2,1.2,No,05:45,Clear,Android,Yes,User
RIDE109000,2023-07-31 06:12:00,USER6131,Hyderabad,Auto,22.93,37.9,54.12,116.17,2,Completed,Card,DR00430,1.8,1.5,No,06:12,Foggy,Android,Yes,NA
RIDE109001,2023-04-28 09:34:00,USER4104,Delhi,Sedan,13.61,22.4,39.76,66.82,3,Completed,UPI,DR00773,1.7,2.0,No,09:34,Clear,iOS,Yes,NA
RIDE109002,2023-04-21 08:18:00,USER8343,Hyderabad,Auto,18.4,10.5,70.74,135.82,2,Completed,UPI,DR00054,9.3,1.0,No,08:18,Clear,iOS,No,NA
RIDE109003,2023-12-04 05:22:00,USER9140,Delhi,Auto,11.47,11.8,52.54,82.67,1,Completed,Wallet,DR00184,1.4,1.5,Yes,05:22,Foggy,iOS,Yes,NA
RIDE109004,2023-02-27 08:18:00,USER5216,Hyderabad,Sedan,16.12,69.6,93.23,168.37,3,Completed,Wallet,DR00958,0.5,1.5,Yes,08:18,Clear,Web,No,NA
RIDE109005,2023-03-09 22:22:00,USER3976,Delhi,SUV,9.17,42.8,112.42,163.96,2,Completed,Card,DR00192,4.2,1.0,Yes,22:22,Clear,iOS,No,NA
RIDE109006,2023-06-18 14:58:00,USER7508,Bangalore,Bike,8.23,66.7,88.91,125.5,1,Completed,Card,DR00632,1.5,1.2,Yes,14:58,Rainy,Android,No,NA
RIDE109007,2023-06-07 00:42:00,USER7998,Hyderabad,Bike,14.88,63.0,109.27,190.57,1,Completed,Wallet,DR00592,8.7,1.0,Yes,00:42,Clear,Android,Yes,NA
RIDE109008,2023-04-13 13:45:00,USER4427,Delhi,Auto,12.96,16.5,73.79,121.61,4,Completed,Cash,DR00413,9.3,1.0,No,13:45,Cloudy,iOS,Yes,NA
RIDE109009,2023-04-28 06:30:00,USER3620,Chennai,Bike,14.91,17.1,33.35,58.21,2,Cancelled,Cash,DR00081,5.1,1.5,No,06:30,Clear,Android,No,Driver
RIDE109010,2023-09-06 14:39:00,USER6186,Hyderabad,Auto,7.88,69.2,146.89,204.76,1,Completed,Cash,DR00213,4.5,1.2,No,14:39,Clear,iOS,Yes,NA
RIDE109011,2023-11-22 20:17:00,USER7784,Delhi,Bike,9.81,66.3,128.33,191.28,5,Completed,UPI,DR00618,5.6,1.2,Yes,20:17,Clear,Android,No,NA
RIDE109012,2023-04-06 12:50:00,USER4820,Pune,SUV,3.01,37.1,38.81,44.65,1,Cancelled,Cash,DR00481,2.6,1.5,Yes,12:50,Clear,Web,Yes,User
RIDE109013,2023-09-04 20:48:00,USER5391,Pune,Sedan,2.25,11.6,83.9,93.34,1,Completed,Cash,DR00770,3.3,1.0,Yes,20:48,Clear,Android,Yes,NA
RIDE109014,2023-07-31 18:49:00,USER4030,Mumbai,SUV,7.08,6.0,106.2,143.79,4,Completed,UPI,DR00100,1.5,1.0,No,18:49,Clear,Android,Yes,NA
RIDE109015,2023-09-20 08:59:00,USER8411,Bangalore,Auto,2.78,29.5,52.87,60.22,5,Completed,UPI,DR00157,4.7,1.0,No,08:59,Rainy,Web,Yes,NA
RIDE109016,2023-11-10 18:32:00,USER9159,Mumbai,Bike,3.49,5.8,99.36,116.7,4,Cancelled,Wallet,DR00832,6.3,1.2,No,18:32,Rainy,iOS,Yes,User
RIDE109017,2023-01-30 03:16:00,USER8768,Mumbai,Sedan,20.51,24.6,94.04,190.48,1,Completed,Cash,DR00110,9.3,1.5,No,03:16,Clear,Web,Yes,NA
RIDE109018,2023-10-10 06:23:00,USER6224,Pune,Auto,1.93,40.7,54.99,60.3,2,Cancelled,UPI,DR00694,7.5,1.2,Yes,06:23,Clear,Web,Yes,User
RIDE109019,2023-06-24 02:45:00,USER3793,Hyderabad,Bike,16.81,15.3,46.95,86.41,4,Cancelled,UPI,DR00089,7.4,2.0,No,02:45,Foggy,Web,No,Driver
RIDE109020,2023-06-02 01:24:00,USER3621,Delhi,Bike,7.54,13.9,121.08,166.73,2,Completed,UPI,DR00393,3.4,1.2,No,01:24,Clear,Android,No,NA
RIDE109021,2023-02-24 14:41:00,USER6876,Chennai,Bike,21.92,81.2,68.71,144.02,3,Completed,UPI,DR00702,8.9,1.2,Yes,14:41,Clear,iOS,Yes,NA
RIDE109022,2023-04-21 23:24:00,USER3516,Chennai,Auto,12.64,54.8,59.28,96.74,5,Completed,Card,DR00318,9.5,1.2,Yes,23:24,Cloudy,Web,Yes,NA
RIDE109023,2023-12-29 06:50:00,USER1287,Pune,Bike,8.33,84.4,118.55,167.93,1,Completed,UPI,DR00184,9.4,1.5,No,06:50,Clear,Web,No,NA
RIDE109024,2023-03-12 22:17:00,USER7854,Delhi,SUV,13.42,34.4,118.33,197.73,1,Completed,Cash,DR00559,0.9,1.0,Yes,22:17,Clear,Web,Yes,NA
RIDE109025,2023-01-11 21:07:00,USER2319,Delhi,SUV,10.17,62.6,63.17,95.29,3,Completed,Card,DR00650,6.2,1.0,No,21:07,Clear,Web,No,NA
RIDE109026,2023-04-14 20:30:00,USER7543,Bangalore,Bike,14.54,22.4,134.71,232.64,2,Completed,Cash,DR00118,6.6,1.0,Yes,20:30,Cloudy,iOS,Yes,NA
RIDE109027,2023-08-14 09:38:00,USER6722,Mumbai,Auto,3.75,57.6,112.59,133.7,1,Completed,Cash,DR00541,3.3,1.5,Yes,09:38,Clear,Android,No,NA
RIDE109028,2023-03-05 11:21:00,USER9892,Bangalore,SUV,24.93,16.0,71.49,160.6,2,Completed,Cash,DR00094,9.9,1.5,Yes,11:21,Clear,Android,No,NA
RIDE109029,2023-12-30 07:07:00,USER2371,Mumbai,SUV,11.21,5.2,81.3,126.87,5,Completed,Wallet,DR00113,3.3,1.0,Yes,07:07,Rainy,Android,No,NA
RIDE109030,2023-03-10 12:45:00,USER3322,Bangalore,SUV,9.36,84.2,117.21,172.06,4,Completed,Wallet,DR00270,2.6,1.5,No,12:45,Rainy,iOS,Yes,NA
RIDE109031,2023-11-28 04:20:00,USER3192,Delhi,SUV,18.05,52.2,55.39,105.38,1,Completed,Cash,DR00285,5.1,1.2,No,04:20,Clear,iOS,No,NA
RIDE109032,2023-08-17 10:37:00,USER1455,Bangalore,Auto,9.73,83.8,86.25,128.21,2,Completed,UPI,DR00501,3.6,1.0,Yes,10:37,Clear,Android,No,NA
RIDE109033,2023-05-04 14:01:00,USER7043,Chennai,SUV,21.0,33.4,108.43,222.28,2,Completed,Wallet,DR00246,9.3,1.5,No,14:01,Clear,Android,No,NA
RIDE109034,2023-08-04 06:07:00,USER3583,Pune,Sedan,11.9,32.9,94.74,151.11,2,Completed,Wallet,DR00985,4.7,1.2,No,06:07,Rainy,iOS,Yes,NA
RIDE109035,2023-04-28 13:56:00,USER3472,Pune,SUV,18.27,39.1,103.0,197.09,2,Completed,Cash,DR00818,4.4,1.0,No,13:56,Clear,iOS,Yes,NA
RIDE109036,2023-02-19 15:12:00,USER5683,Bangalore,Auto,3.58,65.0,95.55,112.65,5,Completed,Card,DR00519,6.4,1.0,Yes,15:12,Clear,iOS,No,NA
RIDE109037,2023-07-23 23:24:00,USER2917,Mumbai,Bike,21.31,53.1,53.91,111.35,4,Completed,UPI,DR00303,1.3,1.0,Yes,23:24,Clear,Android,Yes,NA
RIDE109038,2023-09-22 13:37:00,USER2168,Pune,Auto,18.66,83.7,79.22,153.13,1,Completed,Card,DR00547,7.7,1.2,Yes,13:37,Cloudy,iOS,Yes,NA
RIDE109039,2023-09-15 07:33:00,USER6285,Mumbai,Auto,6.08,7.2,93.84,122.37,3,Completed,Wallet,DR00224,7.8,1.0,No,07:33,Clear,iOS,No,NA
RIDE109040,2023-03-06 23:23:00,USER7725,Pune,SUV,4.49,65.2,123.61,151.36,1,Completed,UPI,DR00889,5.0,1.2,No,23:23,Clear,Web,No,NA
RIDE109041,2023-02-21 19:09:00,USER4577,Delhi,Sedan,8.59,33.1,108.47,155.06,2,Completed,Card,DR00232,9.6,1.2,Yes,19:09,Clear,iOS,Yes,NA
RIDE109042,2023-05-11 11:30:00,USER1688,Delhi,Sedan,24.43,20.3,81.19,180.36,3,Completed,Cash,DR00652,6.0,1.0,No,11:30,Clear,Web,Yes,NA
RIDE109043,2023-12-02 12:02:00,USER3484,Chennai,Sedan,7.16,48.4,146.93,199.53,3,Completed,Wallet,DR00171,7.1,1.2,Yes,12:02,Rainy,Android,No,NA
RIDE109044,2023-07-07 19:53:00,USER6205,Chennai,Bike,11.95,47.9,42.94,68.6,3,Completed,UPI,DR00445,9.3,2.0,No,19:53,Clear,iOS,Yes,NA
RIDE109045,2023-12-11 14:50:00,USER6174,Bangalore,Auto,1.72,16.6,54.82,59.53,2,Completed,Cash,DR00626,6.8,1.0,No,14:50,Clear,Android,Yes,NA
RIDE109046,2023-07-06 10:23:00,USER7590,Mumbai,Auto,10.53,22.2,70.96,108.32,2,Completed,Cash,DR00222,4.6,1.2,No,10:23,Rainy,Web,Yes,NA
RIDE109047,2023-11-18 21:18:00,USER4810,Pune,SUV,14.71,39.7,57.43,99.67,3,Completed,Cash,DR00653,0.7,1.5,Yes,21:18,Clear,Web,Yes,NA
RIDE109048,2023-04-13 06:29:00,USER8141,Hyderabad,Bike,23.87,39.7,105.05,230.43,5,Completed,Card,DR00225,7.4,1.0,No,06:29,Clear,Android,Yes,NA
RIDE109049,2023-04-01 06:28:00,USER5003,Hyderabad,Auto,13.4,32.0,34.75,58.03,2,Completed,Cash,DR00075,9.7,1.0,Yes,06:28,Clear,Web,Yes,NA
RIDE109050,2023-12-22 12:56:00,USER8590,Chennai,Sedan,20.66,17.6,51.29,104.27,2,Completed,Card,DR00375,5.0,1.2,Yes,12:56,Cloudy,Web,Yes,NA
RIDE109051,2023-01-29 19:55:00,USER3525,Mumbai,Bike,14.13,5.4,65.2,111.26,3,Completed,Cash,DR00071,3.7,1.2,No,19:55,Clear,iOS,Yes,NA
RIDE109052,2023-09-22 16:08:00,USER7694,Delhi,Auto,1.98,87.5,112.0,123.09,2,Completed,Card,DR00300,5.4,1.0,No,16:08,Cloudy,Web,No,NA
RIDE109053,2023-07-28 17:08:00,USER3823,Mumbai,SUV,8.56,85.2,135.1,192.92,1,Completed,Wallet,DR00642,7.4,1.0,Yes,17:08,Clear,iOS,No,NA
RIDE109054,2023-10-19 22:55:00,USER5860,Pune,Sedan,14.81,46.1,125.82,218.99,2,Completed,UPI,DR00908,0.5,1.2,Yes,22:55,Clear,Web,Yes,NA
RIDE109055,2023-10-25 20:22:00,USER3947,Mumbai,Auto,23.81,89.6,51.85,113.58,2,Completed,Cash,DR00039,8.9,1.0,No,20:22,Clear,Android,Yes,NA
RIDE109056,2023-04-04 22:09:00,USER1700,Mumbai,Sedan,21.62,62.3,97.85,203.63,2,Completed,Card,DR00419,8.9,1.2,No,22:09,Clear,iOS,No,NA
RIDE109057,2023-11-18 00:01:00,USER8069,Delhi,Auto,6.48,10.9,33.6,44.49,1,Completed,Wallet,DR00291,5.6,1.2,No,00:01,Clear,Web,Yes,NA
RIDE109058,2023-09-25 01:06:00,USER7176,Bangalore,Bike,6.28,15.0,67.26,88.38,1,Completed,Card,DR00585,1.7,1.0,Yes,01:06,Cloudy,iOS,Yes,NA
RIDE109059,2023-08-17 09:21:00,USER2245,Delhi,Auto,5.83,82.9,126.72,163.66,1,Completed,UPI,DR00530,6.9,1.0,Yes,09:21,Clear,Web,Yes,NA
RIDE109060,2023-09-30 02:35:00,USER6492,Mumbai,Auto,23.14,58.6,84.8,182.91,1,Completed,Card,DR00274,1.8,1.2,Yes,02:35,Rainy,Android,No,NA
RIDE109061,2023-03-02 19:06:00,USER5246,Chennai,Sedan,21.46,76.7,47.99,99.48,2,Completed,UPI,DR00523,5.3,1.2,Yes,19:06,Clear,Web,No,NA
RIDE109062,2023-10-28 21:05:00,USER9427,Mumbai,Sedan,19.6,81.4,82.63,163.61,2,Completed,Wallet,DR00725,1.4,1.5,Yes,21:05,Rainy,iOS,Yes,NA
RIDE109063,2023-11-24 17:55:00,USER1443,Mumbai,Auto,10.43,43.1,53.76,81.8,4,Completed,UPI,DR00073,6.1,1.0,Yes,17:55,Rainy,Web,No,NA
RIDE109064,2023-07-11 09:14:00,USER6564,Bangalore,SUV,13.11,9.1,77.18,127.77,5,Completed,UPI,DR00446,3.5,1.2,No,09:14,Clear,Web,Yes,NA
RIDE109065,2023-02-01 01:48:00,USER2590,Bangalore,Sedan,12.14,21.0,88.54,142.28,5,Completed,UPI,DR00087,8.4,1.0,No,01:48,Rainy,Web,No,NA
RIDE109066,2023-02-11 13:10:00,USER4187,Hyderabad,SUV,7.08,10.7,71.95,97.42,2,Completed,UPI,DR00294,8.1,1.5,Yes,13:10,Rainy,Android,Yes,NA
RIDE109067,2023-06-28 06:29:00,USER4354,Hyderabad,SUV,13.12,21.0,142.44,235.88,5,Completed,Card,DR00296,10.0,1.0,No,06:29,Foggy,iOS,No,NA
RIDE109068,2023-01-06 18:48:00,USER2752,Delhi,Bike,1.73,39.9,97.5,105.93,2,Completed,Card,DR00277,2.9,1.2,No,18:48,Clear,iOS,No,NA
RIDE109069,2023-04-23 13:10:00,USER4654,Hyderabad,Sedan,4.16,15.0,131.15,158.43,3,Completed,Wallet,DR00272,1.1,1.0,Yes,13:10,Clear,iOS,No,NA
RIDE109070,2023-03-18 16:12:00,USER9819,Delhi,Bike,22.28,19.2,121.29,256.41,2,Completed,Cash,DR00872,4.7,1.0,Yes,16:12,Clear,iOS,No,NA
RIDE109071,2023-07-31 15:39:00,USER1662,Chennai,Auto,19.04,42.9,109.34,213.43,3,Cancelled,UPI,DR00021,1.3,1.0,Yes,15:39,Clear,Web,Yes,User
RIDE109072,2023-10-01 15:57:00,USER1714,Pune,Bike,11.15,33.9,89.63,139.6,1,Completed,Card,DR00989,2.2,1.0,No,15:57,Cloudy,iOS,No,NA
RIDE109073,2023-04-26 04:50:00,USER5466,Hyderabad,Sedan,13.41,44.8,30.26,50.55,5,Completed,UPI,DR00327,6.2,1.0,Yes,04:50,Clear,Android,No,NA
RIDE109074,2023-10-18 17:55:00,USER9756,Delhi,SUV,9.88,41.5,103.62,154.81,4,Completed,UPI,DR00855,6.1,1.0,Yes,17:55,Clear,Android,No,NA
RIDE109075,2023-02-23 03:23:00,USER4677,Mumbai,SUV,18.78,59.8,72.71,140.98,5,Completed,UPI,DR00697,0.9,1.0,No,03:23,Clear,iOS,Yes,NA
RIDE109076,2023-06-12 10:06:00,USER3572,Bangalore,Bike,19.82,84.7,44.13,87.86,1,Completed,Card,DR00797,4.7,1.0,No,10:06,Foggy,iOS,No,NA
RIDE109077,2023-10-10 16:41:00,USER2052,Chennai,SUV,19.32,14.2,83.36,163.89,2,Completed,Wallet,DR00593,5.5,1.2,No,16:41,Foggy,Android,Yes,NA
RIDE109078,2023-12-03 14:54:00,USER2371,Hyderabad,Bike,18.34,13.4,118.27,226.72,3,Completed,UPI,DR00818,3.0,1.2,Yes,14:54,Clear,Web,No,NA
RIDE109079,2023-03-10 02:05:00,USER3896,Hyderabad,Auto,5.91,77.5,145.4,188.37,2,Cancelled,Cash,DR00495,8.8,1.0,Yes,02:05,Rainy,iOS,No,User
RIDE109080,2023-09-12 02:07:00,USER3487,Hyderabad,SUV,9.11,48.0,74.89,109.0,2,Completed,Cash,DR00665,2.0,1.0,Yes,02:07,Rainy,iOS,Yes,NA
RIDE109081,2023-12-06 05:48:00,USER2546,Pune,Sedan,12.28,70.1,95.13,153.54,5,Completed,UPI,DR00278,2.9,1.0,Yes,05:48,Clear,iOS,No,NA
RIDE109082,2023-12-08 03:26:00,USER3832,Pune,Auto,8.94,23.3,132.15,191.22,3,Completed,UPI,DR00453,2.0,1.0,Yes,03:26,Foggy,Android,No,NA
RIDE109083,2023-12-05 11:53:00,USER2249,Mumbai,Sedan,19.12,75.5,70.08,137.08,4,Completed,UPI,DR00937,1.6,1.0,Yes,11:53,Clear,Android,No,NA
RIDE109084,2023-03-21 10:59:00,USER7096,Pune,Sedan,8.9,83.5,47.07,68.02,1,Completed,Card,DR00449,8.9,1.0,Yes,10:59,Clear,Android,No,NA
RIDE109085,2023-03-04 11:51:00,USER5850,Pune,Bike,4.32,59.0,63.83,77.62,4,Completed,UPI,DR00519,3.1,1.5,No,11:51,Clear,iOS,No,NA
RIDE109086,2023-05-12 06:30:00,USER9378,Mumbai,Sedan,10.58,14.0,137.89,210.83,4,Completed,Wallet,DR00181,7.4,1.5,Yes,06:30,Clear,iOS,No,NA
RIDE109087,2023-03-20 21:31:00,USER2845,Bangalore,Auto,24.52,81.1,49.13,109.36,2,Completed,Wallet,DR00137,4.6,1.0,No,21:31,Clear,Android,Yes,NA
RIDE109088,2023-10-17 01:06:00,USER7102,Delhi,Auto,6.42,72.4,69.51,91.82,5,Completed,Card,DR00146,6.5,1.2,Yes,01:06,Clear,Web,No,NA
RIDE109089,2023-11-12 09:13:00,USER9819,Bangalore,Auto,15.69,68.8,85.76,153.04,3,Completed,Cash,DR00017,9.3,1.0,Yes,09:13,Clear,Web,No,NA
RIDE109090,2023-05-26 06:00:00,USER3517,Delhi,Bike,11.39,8.1,131.65,206.62,5,Completed,Wallet,DR00115,8.5,1.0,Yes,06:00,Rainy,Web,Yes,NA
RIDE109091,2023-10-20 09:04:00,USER8134,Mumbai,Bike,2.7,72.9,142.53,161.77,3,Completed,Cash,DR00074,1.2,1.5,No,09:04,Clear,iOS,No,NA
RIDE109092,2023-08-28 08:48:00,USER9903,Bangalore,Sedan,12.71,16.7,81.1,132.64,4,Completed,Card,DR00129,8.5,1.0,Yes,08:48,Clear,Web,No,NA
RIDE109093,2023-02-16 22:43:00,USER7834,Chennai,Bike,17.85,23.9,141.83,268.41,4,Completed,Wallet,DR00472,4.8,1.2,Yes,22:43,Clear,Android,No,NA
RIDE109094,2023-08-20 00:57:00,USER9778,Hyderabad,Sedan,13.32,54.1,49.38,82.27,4,Completed,Wallet,DR00988,3.8,1.2,Yes,00:57,Clear,iOS,Yes,NA
RIDE109095,2023-09-07 08:17:00,USER9183,Delhi,SUV,21.93,27.5,48.82,102.35,3,Completed,Card,DR00001,6.9,1.2,No,08:17,Rainy,Android,Yes,NA
RIDE109096,2023-12-21 02:37:00,USER7577,Bangalore,SUV,7.93,61.2,143.91,200.97,1,Completed,Wallet,DR00690,9.5,1.0,No,02:37,Cloudy,Web,No,NA
RIDE109097,2023-06-04 20:04:00,USER5881,Delhi,SUV,3.07,56.7,91.16,105.15,5,Completed,Wallet,DR00171,1.4,1.2,Yes,20:04,Foggy,Web,No,NA
RIDE109098,2023-12-13 18:32:00,USER1138,Mumbai,SUV,23.48,14.2,52.31,113.72,5,Completed,Cash,DR00628,7.8,1.0,Yes,18:32,Rainy,iOS,Yes,NA
RIDE109099,2023-03-25 05:59:00,USER2703,Chennai,Sedan,10.08,60.8,88.56,133.19,4,Completed,UPI,DR00298,2.4,1.0,Yes,05:59,Foggy,Android,Yes,NA
RIDE109100,2023-07-22 16:57:00,USER2797,Mumbai,Bike,14.83,83.5,123.99,215.93,4,Completed,Cash,DR00311,4.1,1.5,Yes,16:57,Clear,Android,No,NA
RIDE109101,2023-11-28 00:20:00,USER9697,Delhi,Auto,20.01,18.7,129.23,258.52,5,Completed,Cash,DR00191,8.8,1.2,Yes,00:20,Foggy,Web,No,NA
RIDE109102,2023-01-28 21:01:00,USER6352,Mumbai,SUV,8.78,55.8,133.68,192.37,3,Completed,Card,DR00469,5.7,1.5,No,21:01,Clear,Web,No,NA
RIDE109103,2023-04-24 09:46:00,USER5294,Pune,Bike,18.19,34.1,98.35,187.8,2,Completed,Card,DR00441,1.1,1.0,Yes,09:46,Clear,Android,Yes,NA
RIDE109104,2023-12-09 05:16:00,USER9802,Mumbai,SUV,4.25,44.1,134.03,162.51,4,Completed,UPI,DR00084,5.3,1.0,No,05:16,Rainy,iOS,Yes,NA
RIDE109105,2023-04-16 23:02:00,USER1958,Chennai,Sedan,7.99,29.4,91.2,127.63,1,Completed,UPI,DR00042,8.0,1.2,Yes,23:02,Clear,Web,Yes,NA
RIDE109106,2023-06-05 10:39:00,USER7380,Bangalore,SUV,4.47,35.1,102.85,125.84,3,Completed,Card,DR00435,5.5,1.0,No,10:39,Rainy,Web,No,NA
RIDE109107,2023-08-22 03:40:00,USER6067,Mumbai,SUV,20.47,7.5,121.05,244.94,1,Completed,Cash,DR00437,2.1,1.2,No,03:40,Rainy,iOS,Yes,NA
